INPUT:image,skin
img_2.png,0.0
img_4.png,0.0
img_6.png,0.0
img_8.png,0.0
img_10.png,0.0
img_12.png,0.0
img_14.png,0.0
img_16.png,0.0
img_18.png,0.0
img_20.png,0.0
img_22.png,0.0
img_24.png,0.0
img_26.png,0.0
img_28.png,0.0
img_30.png,1.0
img_32.png,0.0
img_34.png,0.0
img_36.png,0.0
img_38.png,0.0
img_40.png,0.0
img_42.png,0.0
img_44.png,0.0
img_46.png,0.0
img_48.png,0.0
img_50.png,0.0
img_52.png,0.0
img_54.png,0.0
img_56.png,0.0
img_58.png,0.0
img_60.png,0.0
img_62.png,0.0
img_64.png,0.0
img_66.png,0.0
img_68.png,0.0
img_70.png,0.0
img_72.png,0.0
img_74.png,0.0
img_76.png,0.0
img_78.png,0.0
img_80.png,0.0
img_82.png,0.0
img_84.png,0.0
img_86.png,0.0
img_88.png,0.0
img_90.png,0.0
img_92.png,0.0
img_94.png,0.0
img_96.png,0.0
img_98.png,0.0
img_100.png,0.0
img_102.png,0.0
img_104.png,0.0
img_106.png,0.0
img_108.png,0.0
img_110.png,0.0
img_112.png,0.0
img_114.png,0.0
img_116.png,0.0
img_118.png,0.0
img_120.png,0.0
img_122.png,1.0
img_124.png,1.0
img_126.png,0.0
img_128.png,0.0
img_130.png,0.0
img_132.png,0.0
img_134.png,0.0
img_136.png,0.0
img_138.png,0.0
img_140.png,0.0
img_142.png,0.0
img_144.png,1.0
img_146.png,0.0
img_148.png,0.0
img_150.png,0.0
img_152.png,1.0
img_154.png,0.0
img_156.png,0.0
img_158.png,0.0
img_160.png,0.0
img_162.png,0.0
img_164.png,0.0
img_166.png,0.0
img_168.png,0.0
img_170.png,0.0
img_172.png,0.0
img_174.png,0.0
img_176.png,0.0
img_178.png,0.0
img_180.png,0.0
img_182.png,0.0
img_184.png,1.0
img_186.png,0.0
img_188.png,0.0
img_190.png,0.0
img_192.png,0.0
img_194.png,0.0
img_196.png,0.0
img_198.png,0.0
img_200.png,0.0
img_202.png,0.0
img_204.png,0.0
img_206.png,0.0
img_208.png,0.0
img_210.png,0.0
img_212.png,0.0
img_214.png,0.0
img_216.png,0.0
img_218.png,0.0
img_220.png,0.0
img_222.png,0.0
img_224.png,0.0
img_226.png,0.0
img_228.png,0.0
img_230.png,0.0
img_232.png,0.0
img_234.png,0.0
img_236.png,1.0
img_238.png,0.0
