INPUT:image	OUTPUT:eye	OUTPUT:reason	OUTPUT:result	OUTPUT:confidence	GOLDEN:eye	GOLDEN:reason	GOLDEN:result	GOLDEN:confidence	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_592.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b485ef75b9932fb109be12	59dcff76-b12c-4316-b1de-dcb1ebf882eb	000207bf2d--62b485ef75b9932fb109be12	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:25:35.215	2022-06-23T15:25:40.660
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_156.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b485f7bfbc9171873f8909	9190c316-06c2-4fa3-acd1-a05e0570b76a	000207bf2d--62b485f7bfbc9171873f8909	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:25:43.228	2022-06-23T15:25:52.113
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_74.png"""	0		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4860191f6060402a1d386	1a9218cb-97e0-4b8e-88c5-028d762ee25b	000207bf2d--62b4860191f6060402a1d386	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:25:53.767	2022-06-23T15:26:04.291
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00810.png"""	2		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48609d3f9887f0ad1712a	07c94b0c-d883-4213-ad3a-c87e4441e01f	000207bf2d--62b48609d3f9887f0ad1712a	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:26:01.238	2022-06-23T15:26:23.759
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_190.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4860e7ef386339ed6f309	37485065-8626-40cd-bb4b-1cfeb472986d	000207bf2d--62b4860e7ef386339ed6f309	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:26:06.406	2022-06-23T15:26:18.897
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_34.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4861d4cdb14676c18b3fc	868dc253-2626-4883-877c-61b1d9f2068e	000207bf2d--62b4861d4cdb14676c18b3fc	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:26:21.006	2022-06-23T15:26:32.852
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_570.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4862211330202f5eb5f41	2bb2c5c7-2b41-41bc-ae9e-fa58e0ff2c83	000207bf2d--62b4862211330202f5eb5f41	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:26:26.319	2022-06-23T15:26:43.762
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1590.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4862a0e83233f57aa3ee8	97028c10-753a-4b2d-b92d-92563df00276	000207bf2d--62b4862a0e83233f57aa3ee8	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:26:34.978	2022-06-23T15:26:45.861
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00715.png"""	2		1	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486357add182ed2e716c5	4744095e-eacd-42cd-8a56-2d390c8ec2c7	000207bf2d--62b486357add182ed2e716c5	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:26:45.372	2022-06-23T15:27:01.085
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png"""	2		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48638f386c61f5272ef17	66797a4b-4b1b-4f69-9a97-44202c45928a	000207bf2d--62b48638f386c61f5272ef17	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:26:48.062	2022-06-23T15:26:55.395
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00606.png"""	2		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486417ef386339ed6f459	8bc5a049-96e4-49c1-ae4c-ba98758087fe	000207bf2d--62b486417ef386339ed6f459	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:26:57.386	2022-06-23T15:27:09.996
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_74.png"""	0		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48642ee24122ca32be7ea	1a9218cb-97e0-4b8e-88c5-028d762ee25b	000207bf2d--62b48642ee24122ca32be7ea	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-23T15:26:58.508	2022-06-23T15:29:47.914
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00061.png"""	2		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486472bc50178c8907ff8	ccb7c9bf-a14d-4371-9b48-2a47eddec0da	000207bf2d--62b486472bc50178c8907ff8	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:27:03.403	2022-06-23T15:27:23.696
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00061.png"""	0		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48650a8896c3dd9e6604a	ccb7c9bf-a14d-4371-9b48-2a47eddec0da	000207bf2d--62b48650a8896c3dd9e6604a	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:27:12.142	2022-06-23T15:27:24.744
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_74.png"""	2		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4865e0e83233f57aa4264	1a9218cb-97e0-4b8e-88c5-028d762ee25b	000207bf2d--62b4865e0e83233f57aa4264	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:27:26.888	2022-06-23T15:27:39.799
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_50.png"""	0		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4865e75b9932fb109c413	600da04a-f92a-45ab-9e1f-6d42fb3c690b	000207bf2d--62b4865e75b9932fb109c413	f32cf6d510139f67b8a619cc907769ac	APPROVED	2022-06-23T15:27:26.576	2022-06-23T15:27:40.264
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_592.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4866e4eeb4659d86cdf9e	59dcff76-b12c-4316-b1de-dcb1ebf882eb	000207bf2d--62b4866e4eeb4659d86cdf9e	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:27:42.168	2022-06-23T15:27:51.818
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00606.png"""	2		1	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4867a1f24593777a839c4	8bc5a049-96e4-49c1-ae4c-ba98758087fe	000207bf2d--62b4867a1f24593777a839c4	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:27:54.018	2022-06-23T15:28:22.747
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00054.png"""	2		1	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4869872196247e3e4e57b	609f8736-8459-4c51-a3b5-48ea10fefa7a	000207bf2d--62b4869872196247e3e4e57b	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:28:24.737	2022-06-23T15:28:45.348
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00695.png"""	2		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486afdb3c0e2a7eed8c42	fa3af3f5-0cf0-46bf-9662-959ef7d24cb7	000207bf2d--62b486afdb3c0e2a7eed8c42	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:28:47.516	2022-06-23T15:29:00.592
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_190.png"""	0		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486b5678bff4f9783724e	37485065-8626-40cd-bb4b-1cfeb472986d	000207bf2d--62b486b5678bff4f9783724e	42510ba403b16abe32546108aeae3258	APPROVED	2022-06-23T15:28:53.958	2022-06-23T15:29:18.322
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png"""	1		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486b71323912d66c79ec2	66797a4b-4b1b-4f69-9a97-44202c45928a	000207bf2d--62b486b71323912d66c79ec2	0f58b2852a754efd67fd98fc594cd857	APPROVED	2022-06-23T15:28:55.806	2022-06-23T15:29:17.816
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00080.png"""	2		1	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486be4620232957b1e003	a7e97540-c0e9-4339-9a79-febf54812a67	000207bf2d--62b486be4620232957b1e003	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:29:02.742	2022-06-23T15:29:21.129
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_570.png"""	2		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486d04eeb4659d86ce629	2bb2c5c7-2b41-41bc-ae9e-fa58e0ff2c83	000207bf2d--62b486d04eeb4659d86ce629	42510ba403b16abe32546108aeae3258	APPROVED	2022-06-23T15:29:20.496	2022-06-23T15:29:32.433
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_592.png"""	1		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486d0d600336390a5b8c0	59dcff76-b12c-4316-b1de-dcb1ebf882eb	000207bf2d--62b486d0d600336390a5b8c0	0f58b2852a754efd67fd98fc594cd857	APPROVED	2022-06-23T15:29:20.647	2022-06-23T15:29:39.240
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_44.png"""	2		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486d4d3f9887f0ad17bbb	dc7479d0-4bd0-4e21-af0b-e25d86c25dbe	000207bf2d--62b486d4d3f9887f0ad17bbb	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-23T15:29:24.522	2022-06-23T15:29:37.080
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00080.png"""	2		1	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486de5b93d63c9a754c84	a7e97540-c0e9-4339-9a79-febf54812a67	000207bf2d--62b486de5b93d63c9a754c84	42510ba403b16abe32546108aeae3258	APPROVED	2022-06-23T15:29:34.952	2022-06-23T15:29:46.376
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_156.png"""	2		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486e672196247e3e4e824	9190c316-06c2-4fa3-acd1-a05e0570b76a	000207bf2d--62b486e672196247e3e4e824	0f58b2852a754efd67fd98fc594cd857	APPROVED	2022-06-23T15:29:42.799	2022-06-23T15:30:15.392
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1590.png"""	1		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486fe1e81a53ef55ff0ef	97028c10-753a-4b2d-b92d-92563df00276	000207bf2d--62b486fe1e81a53ef55ff0ef	3ab011a8766d6c51eb392a7f3442ab72	APPROVED	2022-06-23T15:30:06.040	2022-06-23T15:30:27.209
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_74.png"""	1		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486fe4620232957b1e621	1a9218cb-97e0-4b8e-88c5-028d762ee25b	000207bf2d--62b486fe4620232957b1e621	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:30:06.058	2022-06-23T15:30:18.547
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00606.png"""	1		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b486fe9fca636d824cae9b	8bc5a049-96e4-49c1-ae4c-ba98758087fe	000207bf2d--62b486fe9fca636d824cae9b	63edd9e7d566386b0a8eb2cee844d4f5	APPROVED	2022-06-23T15:30:06.686	2022-06-23T15:30:21.249
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_76.png"""	1		0	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4870907e12b7ece6298f9	241e4256-cf81-4df5-8204-b6760aab81d6	000207bf2d--62b4870907e12b7ece6298f9	0f58b2852a754efd67fd98fc594cd857	APPROVED	2022-06-23T15:30:17.514	2022-06-23T15:30:42.472
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_912.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4870c07e12b7ece62991b	3d1e1e06-443d-4ddb-8a80-83ff01c66dd5	000207bf2d--62b4870c07e12b7ece62991b	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:30:20.839	2022-06-23T15:30:31.398
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00810.png"""	1		0	1			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4870e0e83233f57aa4cb2	07c94b0c-d883-4213-ad3a-c87e4441e01f	000207bf2d--62b4870e0e83233f57aa4cb2	63edd9e7d566386b0a8eb2cee844d4f5	APPROVED	2022-06-23T15:30:22.997	2022-06-23T15:30:37.384
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_156.png"""	1		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48713371c915f391fe17b	9190c316-06c2-4fa3-acd1-a05e0570b76a	000207bf2d--62b48713371c915f391fe17b	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-23T15:30:27.752	2022-06-23T15:30:40.919
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_44.png"""	0		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b487194eeb4659d86cea0b	dc7479d0-4bd0-4e21-af0b-e25d86c25dbe	000207bf2d--62b487194eeb4659d86cea0b	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:30:33.208	2022-06-23T15:31:00.319
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_76.png"""	0		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b487201e81a53ef55ff27f	241e4256-cf81-4df5-8204-b6760aab81d6	000207bf2d--62b487201e81a53ef55ff27f	63edd9e7d566386b0a8eb2cee844d4f5	APPROVED	2022-06-23T15:30:40.078	2022-06-23T15:30:49.435
																	
